fs_Hz,rms_V,peak_V,crest,kurtosis,f_peak_hz,bw_3db_hz,env_mod_peak_hz,env_rms,env_peak,tpf_hz,band1,band2,band3,R_h1,R_h2,R_h3,R_h4,R_h5,ovma_score,rpm,file_name
48000.0,0.04447666030375716,0.22439634799957275,5.045260738148805,3.1607553975665645,174.31640625,348.6328125,46.875,0.049947412451472877,0.16985734288852367,0.0,0.0007283010498111185,0.001110656977839532,0.0001293174258582947,0.0,0.0,0.0,0.0,0.0,10.0,520.0,RPM520BASE0001.wav
48000.0,0.045807498570564646,0.26128697395324707,5.704021876353732,3.1317060929179674,174.31640625,348.6328125,46.875,0.05163609276541516,0.17189803764987982,0.0,0.0007776219325950076,0.0011559461159442884,0.00014010112776762388,0.0,0.0,0.0,0.0,0.0,11.0,520.0,RPM520BASE0002.wav
48000.0,0.046376982995188415,0.2405843734741211,5.187581380485531,3.1743356681243395,270.99609375,348.6328125,46.875,0.05174102966668863,0.1662597991352231,0.0,0.000772146793211613,0.0011885312048850207,0.0001767186318381313,0.0,0.0,0.0,0.0,0.0,11.0,520.0,RPM520BASE0003.wav
48000.0,0.046076303120584604,0.24403774784877896,5.296382984650925,3.101852219023578,270.99609375,348.6328125,46.875,0.05166069900599224,0.15676049534362674,0.0,0.0007852958872698031,0.0011529084000559313,0.0001680986028450031,0.0,0.0,0.0,0.0,0.0,11.0,520.0,RPM520BASE0004.wav
48000.0,0.04674928993835726,0.23151707695797086,4.9523121582871665,3.169110902697404,270.99609375,348.6328125,70.3125,0.051859533157562455,0.17857306770653059,0.0,0.0007815193073220804,0.0012117668160918464,0.00017368400643121517,0.0,0.0,0.0,0.0,0.0,11.0,520.0,RPM520BASE0005.wav
48000.0,0.046917973719903444,0.247743368614465,5.280350982081894,3.1571265780286186,270.99609375,348.6328125,46.875,0.0525718908642923,0.16849232302471254,0.0,0.0008003828350207824,0.0012224788801234222,0.000175103002371418,0.0,0.0,0.0,0.0,0.0,12.0,520.0,RPM520BASE0006.wav
